"CreationTime","Id","Operation","Organization","RecordType","ResultStatus","LogonError","UserKey","UserType","Version","Workload","ClientIP","ObjectId","UserId","AzureActiveDirectoryEventType","ExtendedProperties","ModifiedProperties","Actor","ActorContextId","ActorIpAddress","InterSystemsId","IntraSystemId","SupportTicketId","Target","TargetContextId"
"2021-01-22T19:14:00","7a14d4f9-fd86-42c6-9ffd-cab145cc0200","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","388c8346-5d29-4328-96ef-a8621fb96ada","7a14d4f9-fd86-42c6-9ffd-cab145cc0200","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T19:11:30","4d2a767c-0ddb-467e-a796-0c649ce20300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","ef0c6373-7d82-4227-b5cb-8cbf0de0369a","4d2a767c-0ddb-467e-a796-0c649ce20300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T19:11:08","6b933566-b026-4ffa-844d-7c877aca0300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","ed8ed54e-ecac-4068-8f86-e03adb390d7b","6b933566-b026-4ffa-844d-7c877aca0300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T19:07:39","0102530f-0794-4081-b4c9-b41899c60300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","ace91cad-23be-4eae-aa15-d6e19664cd65","0102530f-0794-4081-b4c9-b41899c60300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T19:05:06","3a65d885-d7cb-40c5-86e1-bb699fa70300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","7e1b8aae-075c-4863-b8df-7d2d80278fbc","3a65d885-d7cb-40c5-86e1-bb699fa70300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T19:03:47","ec7accbe-3e33-4fd7-9bd0-87489bc50300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","5a3d8a93-d0d4-42b8-8016-10bd4615b76c","ec7accbe-3e33-4fd7-9bd0-87489bc50300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T19:01:26","4d18d066-0fc7-4049-a08f-9723155e0300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","95f47ad4-3967-4a53-b4c7-31612692e7b1","4d18d066-0fc7-4049-a08f-9723155e0300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T18:58:30","be0b9132-d147-491b-8ec6-a24d4b640300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","7388b3f1-a02d-40b0-a262-5fecbd5b4173","be0b9132-d147-491b-8ec6-a24d4b640300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T18:58:25","a91b3e56-a92b-42ce-991e-c0bba0410300","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.87.110.187","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.87.110.187","9dc8aee1-1dac-4d18-8250-5079f5908bbe","a91b3e56-a92b-42ce-991e-c0bba0410300","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
"2021-01-22T18:38:48","78543eb6-7b95-44c1-9119-606de4452200","UserLoggedIn",,"15","Success",,"7d355762-d244-4b74-ba7b-09a65363d441","0","1","AzureActiveDirectory","40.76.90.218","00000002-0000-0000-c000-000000000000","bcd@adaltfmx.onmicrosoft.com","1","[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAuthenticationMethod"",""Value"":""1""},{""Name"":""RequestType"",""Value"":""OAuth2:Token""}]","","[{""ID"":""7d355762-d244-4b74-ba7b-09a65363d441"",""Type"":0},{""ID"":""bcd@adaltfmx.onmicrosoft.com"",""Type"":5}]","f63b0907-690b-4c50-bc02-7b852a1d235e","40.76.90.218","1c7eea45-0bdc-4bfa-82ef-491a1838db74","78543eb6-7b95-44c1-9119-606de4452200","","{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}","f63b0907-690b-4c50-bc02-7b852a1d235e"
